id,sourceSheet,system,type,materialA,materialB,facet,supercell,strain,adsorbate,site,method,finalEnergy,finalEnergyValue,energyType,calculatedEnergy,relativeEnergy,formula,trend,conclusion,reference,notes,poscarFile
"Ni on Pt111-179","Ni on Pt111","NiO_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root12_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, FM","-263.017907 eV",-263.01790684,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 179; original path: Ni_on_Pt111/NiO_root12_on_Pt111_root13/vdW-DF/FM/U0.0","poscars/NiO_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-180","Ni on Pt111","NiO_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root12_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM","-262.947729 eV",-262.94772875,"Formation / interface energy TBD","","0.070178 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 180; original path: Ni_on_Pt111/NiO_root12_on_Pt111_root13/vdW-DF/AFM/U0.0","poscars/NiO_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-181","Ni on Pt111","Ni_root25_on_Pt111_4x4","Metal on metal surface","Ni","Pt","Pt(111)","Ni_root25_on_Pt111_4x4","TBD","Ni on Pt","Interface / registry TBD","vdW-DF, FM","-262.397067 eV",-262.39706705,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 181; original path: Ni_on_Pt111/Ni_root25_on_Pt111_4x4/vdW-DF/FM/U0.0","poscars/Ni_root25_on_Pt111_4x4.POSCAR"
"Ni on Pt111-182","Ni on Pt111","NiO2H2_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiO2H2","Pt","Pt(111)","NiO2H2_root7_on_Pt111_3x3","TBD","NiO2H2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-259.660545 eV",-259.66054477,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 182; original path: Ni_on_Pt111/NiO2H2_root7_on_Pt111_3x3/vdW-DF/FM/U5.0","poscars/NiO2H2_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-183","Ni on Pt111","NiO2H2_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiO2H2","Pt","Pt(111)","NiO2H2_root7_on_Pt111_3x3","TBD","NiO2H2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5.7","-258.743734 eV",-258.74373412,"Formation / interface energy TBD","","0.916811 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 183; original path: Ni_on_Pt111/NiO2H2_root7_on_Pt111_3x3/vdW-DF/FM/U5.7","poscars/NiO2H2_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-184","Ni on Pt111","NiOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_3x3_on_Pt111_root13","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=4.5","-257.568785 eV",-257.5687854,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 184; original path: Ni_on_Pt111/NiOH_3x3_on_Pt111_root13/vdW-DF/FM/U4.5","poscars/NiOH_3x3_on_Pt111_root13.POSCAR"
"Ni on Pt111-185","Ni on Pt111","NiOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_3x3_on_Pt111_root13","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-256.341036 eV",-256.34103554,"Formation / interface energy TBD","","1.227750 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 185; original path: Ni_on_Pt111/NiOH_3x3_on_Pt111_root13/vdW-DF/FM/U5.0","poscars/NiOH_3x3_on_Pt111_root13.POSCAR"
"Ni on Pt111-186","Ni on Pt111","NiOH_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_3x3_on_Pt111_root13","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-256.233998 eV",-256.2339978,"Formation / interface energy TBD","","1.334788 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 186; original path: Ni_on_Pt111/NiOH_3x3_on_Pt111_root13/vdW-DF/AFM/U5.0","poscars/NiOH_3x3_on_Pt111_root13.POSCAR"
"Ni on Pt111-187","Ni on Pt111","Ni_root19_on_Pt111_4x4","Metal on metal surface","Ni","Pt","Pt(111)","Ni_root19_on_Pt111_4x4","TBD","Ni on Pt","Interface / registry TBD","vdW-DF, FM","-244.507604 eV",-244.50760447,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 187; original path: Ni_on_Pt111/Ni_root19_on_Pt111_4x4/vdW-DF/FM/U0.0","poscars/Ni_root19_on_Pt111_4x4.POSCAR"
"Ni on Pt111-188","Ni on Pt111","NiO2_2x2_on_Pt111_2x2","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_2x2_on_Pt111_2x2","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM","-243.274908 eV",-243.27490778,"Formation / interface energy TBD","","98.260132 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 188; original path: Ni_on_Pt111/NiO2_2x2_on_Pt111_2x2/vdW-DF/FM/U0.0/CLS/O1s_surface","poscars/NiO2_2x2_on_Pt111_2x2.POSCAR"
"Ni on Pt111-189","Ni on Pt111","NiO2_2x2_on_Pt111_2x2","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_2x2_on_Pt111_2x2","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM","-242.068671 eV",-242.06867114,"Formation / interface energy TBD","","99.466368 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 189; original path: Ni_on_Pt111/NiO2_2x2_on_Pt111_2x2/vdW-DF/FM/U0.0/CLS/O1s_interface","poscars/NiO2_2x2_on_Pt111_2x2.POSCAR"
"Ni on Pt111-190","Ni on Pt111","NiO_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root12_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.5","-233.361618 eV",-233.36161793,"Formation / interface energy TBD","","29.656289 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 190; original path: Ni_on_Pt111/NiO_root12_on_Pt111_root13/vdW-DF/AFM/U5.5","poscars/NiO_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-191","Ni on Pt111","NiO_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root12_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-232.595617 eV",-232.59561699,"Formation / interface energy TBD","","30.422290 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 191; original path: Ni_on_Pt111/NiO_root12_on_Pt111_root13/vdW-DF/AFM/U5.0","poscars/NiO_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-192","Ni on Pt111","NiO_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root12_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-231.657311 eV",-231.65731073,"Formation / interface energy TBD","","31.360596 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 192; original path: Ni_on_Pt111/NiO_root12_on_Pt111_root13/vdW-DF/FM/U5.0","poscars/NiO_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-193","Ni on Pt111","NiO_root12_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_root12_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, FM, U=5.5","-229.026105 eV",-229.02610463,"Formation / interface energy TBD","","33.991802 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 193; original path: Ni_on_Pt111/NiO_root12_on_Pt111_root13/vdW-DF/FM/U5.5","poscars/NiO_root12_on_Pt111_root13.POSCAR"
"Ni on Pt111-194","Ni on Pt111","NiOOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root7_on_Pt111_3x3","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-228.179949 eV",-228.17994917,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 194; original path: Ni_on_Pt111/NiOOH_root7_on_Pt111_3x3/vdW-DF/AFM/U5.0/shift_in_y","poscars/NiOOH_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-195","Ni on Pt111","NiOOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root7_on_Pt111_3x3","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-228.117188 eV",-228.11718799,"Formation / interface energy TBD","","0.062761 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 195; original path: Ni_on_Pt111/NiOOH_root7_on_Pt111_3x3/vdW-DF/AFM/U5.0/shift_in_x","poscars/NiOOH_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-196","Ni on Pt111","NiOOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root7_on_Pt111_3x3","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-228.004886 eV",-228.00488644,"Formation / interface energy TBD","","0.175063 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 196; original path: Ni_on_Pt111/NiOOH_root7_on_Pt111_3x3/vdW-DF/AFM/U5.0","poscars/NiOOH_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-197","Ni on Pt111","NiOOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root7_on_Pt111_3x3","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.5","-227.290093 eV",-227.29009285,"Formation / interface energy TBD","","0.889856 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 197; original path: Ni_on_Pt111/NiOOH_root7_on_Pt111_3x3/vdW-DF/AFM/U5.5","poscars/NiOOH_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-198","Ni on Pt111","NiOOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root7_on_Pt111_3x3","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5.5","-227.231048 eV",-227.23104774,"Formation / interface energy TBD","","0.948901 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 198; original path: Ni_on_Pt111/NiOOH_root7_on_Pt111_3x3/vdW-DF/FM/U5.5","poscars/NiOOH_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-199","Ni on Pt111","NiOOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOOH","Pt","Pt(111)","NiOOH_root7_on_Pt111_3x3","TBD","NiOOH on Pt","Interface / registry TBD","vdW-DF, AFM, U=5.7","-227.018059 eV",-227.01805912,"Formation / interface energy TBD","","1.161890 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 199; original path: Ni_on_Pt111/NiOOH_root7_on_Pt111_3x3/vdW-DF/AFM/U5.7","poscars/NiOOH_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-200","Ni on Pt111","NiO_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_3x3_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-214.387555 eV",-214.38755545,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 200; original path: Ni_on_Pt111/NiO_3x3_on_Pt111_root13/vdW-DF/AFM/U5.0","poscars/NiO_3x3_on_Pt111_root13.POSCAR"
"Ni on Pt111-201","Ni on Pt111","NiO_3x3_on_Pt111_root13","Metal/oxide/hydroxide interface","NiO","Pt","Pt(111)","NiO_3x3_on_Pt111_root13","TBD","NiO on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-214.286647 eV",-214.28664743,"Formation / interface energy TBD","","0.100908 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 201; original path: Ni_on_Pt111/NiO_3x3_on_Pt111_root13/vdW-DF/FM/U5.0","poscars/NiO_3x3_on_Pt111_root13.POSCAR"
"Ni on Pt111-202","Ni on Pt111","Ni_root19_on_Pt111_4x4","Metal on metal surface","Ni","Pt","Pt(111)","Ni_root19_on_Pt111_4x4","TBD","Ni on Pt","Interface / registry TBD","vdW-DF, FM, U=3","-211.429820 eV",-211.42982008,"Formation / interface energy TBD","","33.077784 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 202; original path: Ni_on_Pt111/Ni_root19_on_Pt111_4x4/vdW-DF/FM/U3.0","poscars/Ni_root19_on_Pt111_4x4.POSCAR"
"Ni on Pt111-203","Ni on Pt111","NiO2_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root7_on_Pt111_3x3","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM","-205.670446 eV",-205.67044578,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 203; original path: Ni_on_Pt111/NiO2_root7_on_Pt111_3x3/vdW-DF/FM/U0.0","poscars/NiO2_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-204","Ni on Pt111","Ni_4x4_on_Pt111_root13","Metal on metal surface","Ni","Pt","Pt(111)","Ni_4x4_on_Pt111_root13","TBD","Ni on Pt","Interface / registry TBD","vdW-DF, FM","-200.829874 eV",-200.82987421,"Formation / interface energy TBD","","104.081094 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 204; original path: Ni_on_Pt111/Ni_4x4_on_Pt111_root13/vdW-DF/FM/U0.0","poscars/Ni_4x4_on_Pt111_root13.POSCAR"
"Ni on Pt111-205","Ni on Pt111","NiO2_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root7_on_Pt111_3x3","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-188.403072 eV",-188.40307231,"Formation / interface energy TBD","","17.267373 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 205; original path: Ni_on_Pt111/NiO2_root7_on_Pt111_3x3/vdW-DF/FM/U5.0","poscars/NiO2_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-206","Ni on Pt111","NiO2_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiO2","Pt","Pt(111)","NiO2_root7_on_Pt111_3x3","TBD","NiO2 on Pt","Interface / registry TBD","vdW-DF, AFM, U=5","-188.211703 eV",-188.21170311,"Formation / interface energy TBD","","17.458743 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 206; original path: Ni_on_Pt111/NiO2_root7_on_Pt111_3x3/vdW-DF/AFM/U5.0","poscars/NiO2_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-207","Ni on Pt111","NiOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root7_on_Pt111_3x3","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=4.5","-188.134684 eV",-188.13468401,"Formation / interface energy TBD","","0.000000 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 207; original path: Ni_on_Pt111/NiOH_root7_on_Pt111_3x3/vdW-DF/FM/U4.5","poscars/NiOH_root7_on_Pt111_3x3.POSCAR"
"Ni on Pt111-208","Ni on Pt111","NiOH_root7_on_Pt111_3x3","Metal/oxide/hydroxide interface","NiOH","Pt","Pt(111)","NiOH_root7_on_Pt111_3x3","TBD","NiOH on Pt","Interface / registry TBD","vdW-DF, FM, U=5","-187.228453 eV",-187.22845314,"Formation / interface energy TBD","","0.906231 eV","Use Formation Calculator tab with selected row and reference energies.","Compare structures, U values, and FM/AFM states.","TBD after comparing final, relative, and formation energies.","Ni on Pt111","Imported from Excel row 208; original path: Ni_on_Pt111/NiOH_root7_on_Pt111_3x3/vdW-DF/FM/U5.0","poscars/NiOH_root7_on_Pt111_3x3.POSCAR"
